WKT,ID,Year
"POINT (584232.985448358 4512143.73169466)",525,2017
"POINT (584232.985448358 4512143.73169466)",525,2018
"POINT (585696.300963374 4511241.01710578)",526,2013
"POINT (585696.300963374 4511241.01710578)",526,2014
"POINT (585696.300963374 4511241.01710578)",526,2015
"POINT (585696.300963374 4511241.01710578)",526,2016
"POINT (585696.300963374 4511241.01710578)",526,2017
"POINT (585696.300963374 4511241.01710578)",526,2018
"POINT (586448.248184981 4510846.02242161)",527,2013
"POINT (586593.638859433 4510751.42575712)",527,2014
"POINT (586448.248184981 4510846.02242161)",527,2015
"POINT (586448.248184981 4510846.02242161)",527,2016
"POINT (586448.248184981 4510846.02242161)",527,2017
"POINT (586448.248184981 4510846.02242161)",527,2018
"POINT (586364.874535618 4510721.37371648)",528,2013
"POINT (586364.874535618 4510721.37371648)",528,2014
"POINT (586364.874535618 4510721.37371648)",528,2015
"POINT (586364.874535618 4510721.37371648)",528,2016
"POINT (586364.874535618 4510721.37371648)",528,2017
"POINT (586364.874535618 4510721.37371648)",528,2018
"POINT (585170.526769304 4512335.23032884)",529,2013
"POINT (585170.526769304 4512335.23032884)",529,2014
"POINT (585170.526769304 4512335.23032884)",529,2015
"POINT (585170.526769304 4512335.23032884)",529,2016
"POINT (585170.526769304 4512335.23032884)",529,2017
"POINT (585170.526769304 4512335.23032884)",529,2018
"POINT (585190.192062107 4513884.44938196)",530,2013
"POINT (585190.192062107 4513884.44938196)",530,2014
"POINT (585190.192062107 4513884.44938196)",530,2015
"POINT (585190.192062107 4513884.44938196)",530,2016
"POINT (585190.192062107 4513884.44938196)",530,2017
"POINT (585190.192062107 4513884.44938196)",530,2018
"POINT (585078.108931392 4508045.30686055)",531,2013
"POINT (585078.108931392 4508045.30686055)",531,2014
"POINT (585078.108931392 4508045.30686055)",531,2015
"POINT (585078.108931392 4508045.30686055)",531,2016
"POINT (585078.108931392 4508045.30686055)",531,2017
"POINT (585078.108931392 4508045.30686055)",531,2018
"POINT (587773.970471865 4507134.35784721)",532,2013
"POINT (587773.970471865 4507134.35784721)",532,2014
"POINT (587773.970471865 4507134.35784721)",532,2015
"POINT (587773.970471865 4507134.35784721)",532,2016
"POINT (587773.970471865 4507134.35784721)",532,2017
"POINT (587773.970471865 4507134.35784721)",532,2018
"POINT (585494.520507836 4511831.20417892)",533,2013
"POINT (585494.520507836 4511831.20417892)",533,2014
"POINT (585494.520507836 4511831.20417892)",533,2015
"POINT (585494.520507836 4511831.20417892)",533,2016
"POINT (585494.520507836 4511831.20417892)",533,2017
"POINT (585494.520507836 4511831.20417892)",533,2018
"POINT (583404.251414047 4506206.85000708)",534,2013
"POINT (583404.251414047 4506206.85000708)",534,2014
"POINT (583404.251414047 4506206.85000708)",534,2015
"POINT (583404.251414047 4506206.85000708)",534,2016
"POINT (583404.251414047 4506206.85000708)",534,2017
"POINT (583404.251414047 4506206.85000708)",534,2018
"POINT (586510.28291872 4510560.40536858)",536,2013
"POINT (586510.28291872 4510560.40536858)",536,2014
"POINT (586510.28291872 4510560.40536858)",536,2015
"POINT (586510.28291872 4510560.40536858)",536,2016
"POINT (586510.28291872 4510560.40536858)",536,2017
"POINT (586510.28291872 4510560.40536858)",536,2018
"POINT (585774.608423649 4510420.2835173)",537,2013
"POINT (585774.608423649 4510420.2835173)",537,2014
"POINT (585774.608423649 4510420.2835173)",537,2015
"POINT (585774.608423649 4510420.2835173)",537,2016
"POINT (585774.608423649 4510420.2835173)",537,2017
"POINT (585774.608423649 4510420.2835173)",537,2018
"POINT (586378.871028958 4512248.20360865)",538,2013
"POINT (586276.545192606 4512390.5054339)",538,2014
"POINT (586378.871028958 4512248.20360865)",538,2015
"POINT (587821.160228777 4507678.62004703)",539,2013
"POINT (587821.160228777 4507678.62004703)",539,2014
"POINT (587821.160228777 4507678.62004703)",539,2015
"POINT (587821.160228777 4507678.62004703)",539,2016
"POINT (587821.160228777 4507678.62004703)",539,2017
"POINT (587821.160228777 4507678.62004703)",539,2018
"POINT (585934.613155046 4510739.30187005)",540,2013
"POINT (585847.589696446 4510555.91808099)",540,2014
"POINT (585934.613155046 4510739.30187005)",540,2015
"POINT (585934.613155046 4510739.30187005)",540,2016
"POINT (585934.613155046 4510739.30187005)",540,2017
"POINT (585934.613155046 4510739.30187005)",540,2018
"POINT (586285.842124762 4510009.13191988)",545,2013
"POINT (586285.842124762 4510009.13191988)",545,2014
"POINT (586285.842124762 4510009.13191988)",545,2015
"POINT (586285.842124762 4510009.13191988)",545,2016
"POINT (586285.842124762 4510009.13191988)",545,2017
"POINT (586285.842124762 4510009.13191988)",545,2018
"POINT (585858.452039509 4510886.48438677)",546,2013
"POINT (585858.452039509 4510886.48438677)",546,2014
"POINT (585858.452039509 4510886.48438677)",546,2015
"POINT (585858.452039509 4510886.48438677)",546,2016
"POINT (585858.452039509 4510886.48438677)",546,2017
"POINT (585858.452039509 4510886.48438677)",546,2018
"POINT (585374.422507301 4506229.27819139)",2000,2013
"POINT (585374.422507301 4506229.27819139)",2000,2014
"POINT (585374.422507301 4506229.27819139)",2000,2015
"POINT (585374.422507301 4506229.27819139)",2000,2016
"POINT (585374.422507301 4506229.27819139)",2000,2017
"POINT (585374.422507301 4506229.27819139)",2000,2018
"POINT (586178.486027206 4505930.1674507)",2001,2013
"POINT (586178.486027206 4505930.1674507)",2001,2014
"POINT (586178.486027206 4505930.1674507)",2001,2015
"POINT (586178.486027206 4505930.1674507)",2001,2016
"POINT (586178.486027206 4505930.1674507)",2001,2017
"POINT (586178.486027206 4505930.1674507)",2001,2018
"POINT (587569.396021249 4507846.47918751)",2002,2013
"POINT (587569.396021249 4507846.47918751)",2002,2014
"POINT (587569.396021249 4507846.47918751)",2002,2015
"POINT (587569.396021249 4507846.47918751)",2002,2016
"POINT (587569.396021249 4507846.47918751)",2002,2017
"POINT (587569.396021249 4507846.47918751)",2002,2018
"POINT (586082.480409738 4509708.13966268)",2003,2013
"POINT (586107.474902913 4509747.10977517)",2003,2014
"POINT (586082.480368387 4509708.1394439)",2003,2015
"POINT (586082.480409738 4509708.13966268)",2003,2016
"POINT (586082.480409738 4509708.13966268)",2003,2017
"POINT (586082.480409738 4509708.13966268)",2003,2018
"POINT (584054.249974429 4508639.80316972)",2004,2013
"POINT (584054.249974429 4508639.80316972)",2004,2014
"POINT (584054.249974429 4508639.80316972)",2004,2015
"POINT (584054.249974429 4508639.80316972)",2004,2016
"POINT (586925.425769209 4506553.82014345)",2005,2013
"POINT (586925.425769209 4506553.82014345)",2005,2014
"POINT (586925.425769209 4506553.82014345)",2005,2015
"POINT (586925.425769209 4506553.82014345)",2005,2016
"POINT (586925.425769209 4506553.82014345)",2005,2017
"POINT (586925.425769209 4506553.82014345)",2005,2018
"POINT (586395.803012726 4513275.28937249)",2006,2013
"POINT (586395.803012726 4513275.28937249)",2006,2014
"POINT (586395.803012726 4513275.28937249)",2006,2015
"POINT (586395.803012726 4513275.28937249)",2006,2016
"POINT (586395.803012726 4513275.28937249)",2006,2017
"POINT (586395.803012726 4513275.28937249)",2006,2018
"POINT (583057.910892972 4506551.77897826)",2008,2013
"POINT (583057.910892972 4506551.77897826)",2008,2014
"POINT (583057.910892972 4506551.77897826)",2008,2015
"POINT (583057.910892972 4506551.77897826)",2008,2016
"POINT (583057.910892972 4506551.77897826)",2008,2017
"POINT (583057.910892972 4506551.77897826)",2008,2018
"POINT (584736.321788435 4507179.36033662)",2009,2013
"POINT (584736.321788435 4507179.36033662)",2009,2014
"POINT (584736.321788435 4507179.36033662)",2009,2015
"POINT (584736.321788435 4507179.36033662)",2009,2016
"POINT (584736.321788435 4507179.36033662)",2009,2017
"POINT (584736.321788435 4507179.36033662)",2009,2018
"POINT (584256.734795646 4508337.43825924)",2010,2013
"POINT (584256.734795646 4508337.43825924)",2010,2014
"POINT (584256.734795646 4508337.43825924)",2010,2015
"POINT (584256.734795646 4508337.43825924)",2010,2016
"POINT (584256.734795646 4508337.43825924)",2010,2017
"POINT (584256.734795646 4508337.43825924)",2010,2018
"POINT (586390.850771174 4510337.09325062)",2012,2013
"POINT (586390.850771174 4510337.09325062)",2012,2014
"POINT (586390.850771174 4510337.09325062)",2012,2015
"POINT (586390.850771174 4510337.09325062)",2012,2016
"POINT (586390.850771174 4510337.09325062)",2012,2017
"POINT (586390.850771174 4510337.09325062)",2012,2018
"POINT (586848.968838738 4511539.14971717)",2017,2013
"POINT (586848.968838738 4511539.14971717)",2017,2014
"POINT (586848.968838738 4511539.14971717)",2017,2015
"POINT (586848.968838738 4511539.14971717)",2017,2016
"POINT (585369.944861671 4512528.6328963)",2021,2013
"POINT (585369.944861671 4512528.6328963)",2021,2014
"POINT (585369.944861671 4512528.6328963)",2021,2015
"POINT (585369.944861671 4512528.6328963)",2021,2016
"POINT (585369.944861671 4512528.6328963)",2021,2017
"POINT (585369.944861671 4512528.6328963)",2021,2018
"POINT (587849.569447218 4512537.17353042)",2022,2013
"POINT (587851.796682992 4512468.82742839)",2022,2014
"POINT (587851.796682992 4512468.82742839)",2022,2015
"POINT (587849.569447218 4512537.17353042)",2022,2016
"POINT (587849.569447218 4512537.17353042)",2022,2017
"POINT (587849.569447218 4512537.17353042)",2022,2018
"POINT (586912.669924314 4512589.8307918)",2023,2013
"POINT (586912.669924314 4512589.8307918)",2023,2014
"POINT (586912.669924314 4512589.8307918)",2023,2015
"POINT (586912.669924314 4512589.8307918)",2023,2016
"POINT (586912.669924314 4512589.8307918)",2023,2017
"POINT (586912.669924314 4512589.8307918)",2023,2018
"POINT (585548.772704553 4512106.12067178)",3000,2013
"POINT (583136.910221929 4507198.74166988)",3002,2013
"POINT (583136.910221929 4507198.74166988)",3002,2014
"POINT (583136.910221929 4507198.74166988)",3002,2015
"POINT (583136.910221929 4507198.74166988)",3002,2016
"POINT (583136.910221929 4507198.74166988)",3002,2017
"POINT (583136.910221929 4507198.74166988)",3002,2018
"POINT (587906.492387266 4508512.71526243)",3014,2013
"POINT (587695.513866365 4508234.41042558)",3016,2016
"POINT (587695.513866365 4508234.41042558)",3016,2017
"POINT (587695.513866365 4508234.41042558)",3016,2018
"POINT (584690.446652538 4511653.94708019)",3017,2013
"POINT (584690.446652538 4511653.94708019)",3017,2015
"POINT (584690.446652538 4511653.94708019)",3017,2016
"POINT (585987.319513573 4507799.77131779)",3019,2013
"POINT (585987.319513573 4507799.77131779)",3019,2015
"POINT (583199.498322506 4499993.68640251)",3020,2013
"POINT (582054.286920436 4485700.62149305)",3036,2016
"POINT (592965.125218716 4526124.16099994)",3036,2017
"POINT (584552.70044974 4501818.67963058)",3036,2018
"POINT (584944.810774233 4502588.28797112)",3040,2017
"POINT (584944.810774233 4502588.28797112)",3040,2018
"POINT (589458.967254216 4503652.36341508)",3041,2015
"POINT (589458.967254216 4503652.36341508)",3041,2016
"POINT (589458.967254216 4503652.36341508)",3041,2017
"POINT (589458.967254216 4503652.36341508)",3041,2018
"POINT (590433.229880482 4503721.89436758)",3042,2015
"POINT (590433.229880482 4503721.89436758)",3042,2016
"POINT (590433.229880482 4503721.89436758)",3042,2017
"POINT (590433.229880482 4503721.89436758)",3042,2018
"POINT (590006.939690317 4503942.42512075)",3043,2015
"POINT (590006.939690317 4503942.42512075)",3043,2016
"POINT (590006.939690317 4503942.42512075)",3043,2017
"POINT (590006.939690317 4503942.42512075)",3043,2018
"POINT (589707.022634281 4503777.89169182)",3044,2015
"POINT (589707.022634281 4503777.89169182)",3044,2016
"POINT (589707.022634281 4503777.89169182)",3044,2017
"POINT (589707.022634281 4503777.89169182)",3044,2018
"POINT (589740.562956282 4504065.90051141)",3046,2015
"POINT (589740.562956282 4504065.90051141)",3046,2016
"POINT (589740.562956282 4504065.90051141)",3046,2017
"POINT (589740.562956282 4504065.90051141)",3046,2018
"POINT (589226.992531368 4504033.92202064)",3047,2015
"POINT (589226.992531368 4504033.92202064)",3047,2016
"POINT (589226.992531368 4504033.92202064)",3047,2017
"POINT (589226.992531368 4504033.92202064)",3047,2018
"POINT (588747.173265429 4504211.50354211)",3048,2015
"POINT (588747.173265429 4504211.50354211)",3048,2016
"POINT (588747.173265429 4504211.50354211)",3048,2017
"POINT (588747.173265429 4504211.50354211)",3048,2018
"POINT (587624.678467894 4504293.65270351)",3049,2015
"POINT (587624.678467894 4504293.65270351)",3049,2016
"POINT (587624.678467894 4504293.65270351)",3049,2017
"POINT (587624.678467894 4504293.65270351)",3049,2018
"POINT (589477.462788969 4504346.07730312)",3050,2015
"POINT (589477.462788969 4504346.07730312)",3050,2016
"POINT (589477.462788969 4504346.07730312)",3050,2017
"POINT (589477.462788969 4504346.07730312)",3050,2018
"POINT (589926.726721206 4504480.15719591)",3052,2015
"POINT (589926.726721206 4504480.15719591)",3052,2016
"POINT (589926.726721206 4504480.15719591)",3052,2017
"POINT (589926.726721206 4504480.15719591)",3052,2018
"POINT (588895.872567482 4504886.24312175)",3053,2015
"POINT (588895.872567482 4504886.24312175)",3053,2016
"POINT (588895.872567482 4504886.24312175)",3053,2017
"POINT (588895.872567482 4504886.24312175)",3053,2018
"POINT (589391.300788085 4504826.8769013)",3054,2015
"POINT (589391.300788085 4504826.8769013)",3054,2016
"POINT (589391.300788085 4504826.8769013)",3054,2017
"POINT (589391.300788085 4504826.8769013)",3054,2018
"POINT (588644.615195188 4504689.19457614)",3055,2015
"POINT (588644.615195188 4504689.19457614)",3055,2016
"POINT (588644.615195188 4504689.19457614)",3055,2017
"POINT (588644.615195188 4504689.19457614)",3055,2018
"POINT (588606.071352406 4504954.27613968)",3056,2015
"POINT (588606.071352406 4504954.27613968)",3056,2016
"POINT (588606.071352406 4504954.27613968)",3056,2017
"POINT (588606.071352406 4504954.27613968)",3056,2018
"POINT (589120.164841168 4505022.27870785)",3057,2015
"POINT (589120.164841168 4505022.27870785)",3057,2016
"POINT (589120.164841168 4505022.27870785)",3057,2017
"POINT (589120.164841168 4505022.27870785)",3057,2018
"POINT (589810.490444312 4505151.40773107)",3058,2015
"POINT (589810.490444312 4505151.40773107)",3058,2016
"POINT (589810.490444312 4505151.40773107)",3058,2017
"POINT (589810.490444312 4505151.40773107)",3058,2018
"POINT (589570.612740518 4505262.58104447)",3059,2015
"POINT (589570.612740518 4505262.58104447)",3059,2016
"POINT (589570.612740518 4505262.58104447)",3059,2017
"POINT (589570.612740518 4505262.58104447)",3059,2018
"POINT (589029.386429439 4505351.08700815)",3060,2015
"POINT (589029.386429439 4505351.08700815)",3060,2016
"POINT (589029.386429439 4505351.08700815)",3060,2017
"POINT (589029.386429439 4505351.08700815)",3060,2018
"POINT (589242.896342573 4505572.9578565)",3061,2015
"POINT (589242.896342573 4505572.9578565)",3061,2016
"POINT (589242.896342573 4505572.9578565)",3061,2017
"POINT (589242.896342573 4505572.9578565)",3061,2018
"POINT (588750.743020015 4505474.77558508)",3062,2015
"POINT (588750.743020015 4505474.77558508)",3062,2016
"POINT (588750.743020015 4505474.77558508)",3062,2017
"POINT (588750.743020015 4505474.77558508)",3062,2018
"POINT (588511.637824766 4505457.69993464)",3063,2015
"POINT (588511.637824766 4505457.69993464)",3063,2016
"POINT (588511.637824766 4505457.69993464)",3063,2017
"POINT (588511.637824766 4505457.69993464)",3063,2018
"POINT (589761.006316823 4505644.73713638)",3064,2015
"POINT (589761.006316823 4505644.73713638)",3064,2016
"POINT (589761.006316823 4505644.73713638)",3064,2017
"POINT (589761.006316823 4505644.73713638)",3064,2018
"POINT (588678.874584482 4506017.58635513)",3065,2015
"POINT (588678.874584482 4506017.58635513)",3065,2016
"POINT (588678.874584482 4506017.58635513)",3065,2017
"POINT (588678.874584482 4506017.58635513)",3065,2018
"POINT (588953.444466033 4505941.04352052)",3066,2015
"POINT (588953.444466033 4505941.04352052)",3066,2016
"POINT (588953.444466033 4505941.04352052)",3066,2017
"POINT (588953.444466033 4505941.04352052)",3066,2018
"POINT (589234.005266013 4506176.40635416)",3067,2015
"POINT (589234.005266013 4506176.40635416)",3067,2016
"POINT (589234.005266013 4506176.40635416)",3067,2017
"POINT (589234.005266013 4506176.40635416)",3067,2018
"POINT (589493.400347276 4506346.80770662)",3068,2015
"POINT (589493.400347276 4506346.80770662)",3068,2016
"POINT (589493.400347276 4506346.80770662)",3068,2017
"POINT (589493.400347276 4506346.80770662)",3068,2018
"POINT (588854.324895081 4506444.10147551)",3069,2015
"POINT (588854.324895081 4506444.10147551)",3069,2016
"POINT (588854.324895081 4506444.10147551)",3069,2017
"POINT (588854.324895081 4506444.10147551)",3069,2018
"POINT (589200.47647642 4506558.30758728)",3070,2015
"POINT (589200.47647642 4506558.30758728)",3070,2016
"POINT (589200.47647642 4506558.30758728)",3070,2017
"POINT (589200.47647642 4506558.30758728)",3070,2018
"POINT (588719.236835988 4506582.69109819)",3071,2015
"POINT (588719.236835988 4506582.69109819)",3071,2016
"POINT (588719.236835988 4506582.69109819)",3071,2017
"POINT (588719.236835988 4506582.69109819)",3071,2018
"POINT (588999.04823459 4506636.29275778)",3072,2015
"POINT (588999.04823459 4506636.29275778)",3072,2016
"POINT (588999.04823459 4506636.29275778)",3072,2017
"POINT (588999.04823459 4506636.29275778)",3072,2018
"POINT (588324.269631895 4506748.04020981)",3073,2015
"POINT (588324.269631895 4506748.04020981)",3073,2016
"POINT (588324.269631895 4506748.04020981)",3073,2017
"POINT (588324.269631895 4506748.04020981)",3073,2018
"POINT (589527.434135435 4506847.42935618)",3074,2015
"POINT (589527.434135435 4506847.42935618)",3074,2016
"POINT (589527.434135435 4506847.42935618)",3074,2017
"POINT (589527.434135435 4506847.42935618)",3074,2018
"POINT (588024.055320461 4506763.84286401)",3075,2015
"POINT (588024.055320461 4506763.84286401)",3075,2016
"POINT (588024.055320461 4506763.84286401)",3075,2017
"POINT (588024.055320461 4506763.84286401)",3075,2018
"POINT (589128.970924604 4506956.51947942)",3076,2015
"POINT (589128.970924604 4506956.51947942)",3076,2016
"POINT (589128.970924604 4506956.51947942)",3076,2017
"POINT (589128.970924604 4506956.51947942)",3076,2018
"POINT (588614.434564144 4506957.81283757)",3077,2015
"POINT (588614.434564144 4506957.81283757)",3077,2016
"POINT (588614.434564144 4506957.81283757)",3077,2017
"POINT (588614.434564144 4506957.81283757)",3077,2018
"POINT (587864.558684974 4507002.71634911)",3078,2015
"POINT (587864.558684974 4507002.71634911)",3078,2016
"POINT (587796.204244199 4507001.0903892)",3078,2017
"POINT (587796.204244199 4507001.0903892)",3078,2018
"POINT (588933.225483061 4507213.04116085)",3079,2015
"POINT (588933.225483061 4507213.04116085)",3079,2016
"POINT (588180.557249189 4507015.83322236)",3080,2015
"POINT (588180.557249189 4507015.83322236)",3080,2016
"POINT (588180.557249189 4507015.83322236)",3080,2017
"POINT (588180.557249189 4507015.83322236)",3080,2018
"POINT (589195.585167498 4507308.07648602)",3081,2015
"POINT (589195.585167498 4507308.07648602)",3081,2016
"POINT (589195.585167498 4507308.07648602)",3081,2017
"POINT (589195.585167498 4507308.07648602)",3081,2018
"POINT (588571.685690582 4507279.56416397)",3082,2015
"POINT (588571.685690582 4507279.56416397)",3082,2016
"POINT (588571.685690582 4507279.56416397)",3082,2017
"POINT (588571.685690582 4507279.56416397)",3082,2018
"POINT (589450.193594791 4507379.2666953)",3083,2015
"POINT (589450.193594791 4507379.2666953)",3083,2016
"POINT (589450.193594791 4507379.2666953)",3083,2017
"POINT (589450.193594791 4507379.2666953)",3083,2018
"POINT (588863.948720185 4507484.35099513)",3084,2015
"POINT (588863.948720185 4507484.35099513)",3084,2016
"POINT (588062.849221081 4507608.40478502)",3085,2015
"POINT (588062.849221081 4507608.40478502)",3085,2016
"POINT (588062.849221081 4507608.40478502)",3085,2017
"POINT (588062.849221081 4507608.40478502)",3085,2018
"POINT (589150.411096528 4507671.68840884)",3086,2015
"POINT (589150.411096528 4507671.68840884)",3086,2016
"POINT (589150.411096528 4507671.68840884)",3086,2017
"POINT (589150.411096528 4507671.68840884)",3086,2018
"POINT (588489.810171282 4507551.65819945)",3087,2015
"POINT (588489.810171282 4507551.65819945)",3087,2016
"POINT (588489.810171282 4507551.65819945)",3087,2017
"POINT (588489.810171282 4507551.65819945)",3087,2018
"POINT (588513.83285012 4507767.54956388)",3088,2015
"POINT (588513.83285012 4507767.54956388)",3088,2016
"POINT (588513.83285012 4507767.54956388)",3088,2017
"POINT (588513.83285012 4507767.54956388)",3088,2018
"POINT (588835.4106424 4507909.42878208)",3089,2015
"POINT (588835.4106424 4507909.42878208)",3089,2016
"POINT (588176.14235054 4507949.02637068)",3090,2015
"POINT (588176.14235054 4507949.02637068)",3090,2016
"POINT (588176.14235054 4507949.02637068)",3090,2017
"POINT (588176.14235054 4507949.02637068)",3090,2018
"POINT (588782.797096849 4507944.50334121)",3091,2015
"POINT (588782.797096849 4507944.50334121)",3091,2016
"POINT (588782.797096849 4507944.50334121)",3091,2017
"POINT (588782.797096849 4507944.50334121)",3091,2018
"POINT (587961.282332634 4508086.76102904)",3092,2015
"POINT (587961.282332634 4508086.76102904)",3092,2016
"POINT (587961.282332634 4508086.76102904)",3092,2017
"POINT (587961.282332634 4508086.76102904)",3092,2018
"POINT (587964.664197413 4507913.84928614)",3093,2015
"POINT (587964.664197413 4507913.84928614)",3093,2016
"POINT (587964.664197413 4507913.84928614)",3093,2017
"POINT (587964.664197413 4507913.84928614)",3093,2018
"POINT (589118.212926038 4507875.37266358)",3094,2015
"POINT (589118.212926038 4507875.37266358)",3094,2016
"POINT (589118.212926038 4507875.37266358)",3094,2017
"POINT (589118.212926038 4507875.37266358)",3094,2018
"POINT (589102.915831945 4508131.86386108)",3095,2015
"POINT (589102.915831945 4508131.86386108)",3095,2016
"POINT (589102.915831945 4508131.86386108)",3095,2017
"POINT (589102.915831945 4508131.86386108)",3095,2018
"POINT (588476.616862719 4508118.48110702)",3096,2015
"POINT (588476.616862719 4508118.48110702)",3096,2016
"POINT (588476.616862719 4508118.48110702)",3096,2017
"POINT (588476.616862719 4508118.48110702)",3096,2018
"POINT (589318.972604042 4508125.89601798)",3097,2015
"POINT (588798.354509863 4508126.76693524)",3098,2015
"POINT (588798.354509863 4508126.76693524)",3098,2016
"POINT (588763.90102195 4508375.31245216)",3099,2015
"POINT (588763.90102195 4508375.31245216)",3099,2016
"POINT (588882.529564037 4508742.01646216)",3100,2016
"POINT (588882.529564037 4508742.01646216)",3100,2017
"POINT (588882.529564037 4508742.01646216)",3100,2018
"POINT (588269.564885104 4508289.0106338)",3101,2015
"POINT (588269.564885104 4508289.0106338)",3101,2016
"POINT (588269.564885104 4508289.0106338)",3101,2017
"POINT (588269.564885104 4508289.0106338)",3101,2018
"POINT (588642.53944945 4508403.7190218)",3102,2015
"POINT (588642.53944945 4508403.7190218)",3102,2016
"POINT (588642.53944945 4508403.7190218)",3102,2017
"POINT (588642.53944945 4508403.7190218)",3102,2018
"POINT (588017.213678944 4508367.55315956)",3103,2015
"POINT (588017.213678944 4508367.55315956)",3103,2016
"POINT (588017.213678944 4508367.55315956)",3103,2017
"POINT (587707.779996978 4508257.73993875)",3104,2015
"POINT (588190.193078091 4508649.64372887)",3105,2015
"POINT (588190.193078091 4508649.64372887)",3105,2016
"POINT (588190.193078091 4508649.64372887)",3105,2017
"POINT (588190.193078091 4508649.64372887)",3105,2018
"POINT (589260.111450986 4508573.07099671)",3106,2015
"POINT (589260.111450986 4508573.07099671)",3106,2016
"POINT (589260.111450986 4508573.07099671)",3106,2017
"POINT (589260.111450986 4508573.07099671)",3106,2018
"POINT (588496.54623038 4508549.09951359)",3107,2015
"POINT (588496.54623038 4508549.09951359)",3107,2016
"POINT (588496.54623038 4508549.09951359)",3107,2017
"POINT (588496.54623038 4508549.09951359)",3107,2018
"POINT (589150.602680062 4508829.32722055)",3108,2015
"POINT (589150.602680062 4508829.32722055)",3108,2016
"POINT (589150.602680062 4508829.32722055)",3108,2017
"POINT (589150.602680062 4508829.32722055)",3108,2018
"POINT (588147.516477642 4508871.73672913)",3109,2015
"POINT (588147.516477642 4508871.73672913)",3109,2016
"POINT (588147.516477642 4508871.73672913)",3109,2017
"POINT (588147.516477642 4508871.73672913)",3109,2018
"POINT (588417.991677389 4508988.84848359)",3110,2015
"POINT (588417.991677389 4508988.84848359)",3110,2016
"POINT (588417.991677389 4508988.84848359)",3110,2017
"POINT (588417.991677389 4508988.84848359)",3110,2018
"POINT (588617.434650551 4508853.83412009)",3111,2015
"POINT (588617.434650551 4508853.83412009)",3111,2016
"POINT (588617.434650551 4508853.83412009)",3111,2017
"POINT (588010.131256623 4509203.17276791)",3112,2015
"POINT (588010.131256623 4509203.17276791)",3112,2016
"POINT (588010.131256623 4509203.17276791)",3112,2017
"POINT (588010.131256623 4509203.17276791)",3112,2018
"POINT (588333.665510675 4509340.24754495)",3113,2015
"POINT (588333.665510675 4509340.24754495)",3113,2016
"POINT (588333.665510675 4509340.24754495)",3113,2017
"POINT (588333.665510675 4509340.24754495)",3113,2018
"POINT (587683.38804753 4509487.00648556)",3114,2015
"POINT (587683.38804753 4509487.00648556)",3114,2016
"POINT (588234.183674487 4509567.98532735)",3115,2015
"POINT (588234.183674487 4509567.98532735)",3115,2016
"POINT (588234.183674487 4509567.98532735)",3115,2017
"POINT (588234.183674487 4509567.98532735)",3115,2018
"POINT (587965.699550301 4509602.32714521)",3116,2015
"POINT (587965.699550301 4509602.32714521)",3116,2016
"POINT (587965.699550301 4509602.32714521)",3116,2017
"POINT (587965.699550301 4509602.32714521)",3116,2018
"POINT (587927.99881031 4509932.72763694)",3117,2015
"POINT (587927.99881031 4509932.72763694)",3117,2016
"POINT (587927.99881031 4509932.72763694)",3117,2017
"POINT (587927.99881031 4509932.72763694)",3117,2018
"POINT (588419.551612763 4509928.5824982)",3118,2015
"POINT (588419.551612763 4509928.5824982)",3118,2016
"POINT (588419.551612763 4509928.5824982)",3118,2017
"POINT (588419.551612763 4509928.5824982)",3118,2018
"POINT (588302.718186444 4510679.6414327)",3119,2015
"POINT (588302.718186444 4510679.6414327)",3119,2016
"POINT (588302.718186444 4510679.6414327)",3119,2017
"POINT (588302.718186444 4510679.6414327)",3119,2018
"POINT (587769.849926238 4510593.65924803)",3120,2015
"POINT (587769.849926238 4510593.65924803)",3120,2016
"POINT (587769.849926238 4510593.65924803)",3120,2017
"POINT (587769.849926238 4510593.65924803)",3120,2018
"POINT (588871.667535533 4511010.65705049)",3121,2015
"POINT (588871.667535533 4511010.65705049)",3121,2016
"POINT (588871.667535533 4511010.65705049)",3121,2017
"POINT (588871.667535533 4511010.65705049)",3121,2018
"POINT (588151.790483698 4510903.87052386)",3122,2015
"POINT (588151.790483698 4510903.87052386)",3122,2016
"POINT (588151.790483698 4510903.87052386)",3122,2017
"POINT (588151.790483698 4510903.87052386)",3122,2018
"POINT (589879.535099749 4510961.71661915)",3123,2015
"POINT (589879.535099749 4510961.71661915)",3123,2016
"POINT (589879.535099749 4510961.71661915)",3123,2017
"POINT (589879.535099749 4510961.71661915)",3123,2018
"POINT (588262.99037978 4511232.34734652)",3124,2015
"POINT (588262.99037978 4511232.34734652)",3124,2016
"POINT (588262.99037978 4511232.34734652)",3124,2017
"POINT (588262.99037978 4511232.34734652)",3124,2018
"POINT (588663.260410215 4511212.2413137)",3125,2015
"POINT (588663.260410215 4511212.2413137)",3125,2016
"POINT (588663.260410215 4511212.2413137)",3125,2017
"POINT (588663.260410215 4511212.2413137)",3125,2018
"POINT (589212.635904637 4511229.54688724)",3126,2015
"POINT (589212.635904637 4511229.54688724)",3126,2016
"POINT (589212.635904637 4511229.54688724)",3126,2017
"POINT (589212.635904637 4511229.54688724)",3126,2018
"POINT (588463.337634386 4511495.64115192)",3127,2015
"POINT (588463.337634386 4511495.64115192)",3127,2016
"POINT (588463.337634386 4511495.64115192)",3127,2017
